Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Energy Source 1,Energy Source 2,Multiple Fuels?,Cofire Fuels?,Cofire Energy Source 1,Cofire Energy Source 2,Cofire Energy Source 3,Cofire Energy Source 4,Cofire Energy Source 5,Cofire Energy Source 6,Switch Between Oil and Natural Gas?,Switch When Operating?,Net Summer Capacity with Natural Gas (MW),Net Winter Capacity with Natural Gas (MW),Net Summer Capacity with Oil (MW),Net Winter Capacity with Oil (MW),Time to Switch From Gas to Oil,Time to Switch From Oil to Gas,Factors that Limit Switching?,Storage Limits?,Air Permit Limits?,Other Limits?
62032,Granite Shore Power,2367,Schiller,NH,Rockingham,5,OP,Wood/Wood Waste Biomass,ST,Electric Utility,1,50.0,43.1,42.6,5,1955,WDS,BIT,Y,Y,WDS,BIT,,,,,N,, , , , ,,,,,,
62032,Granite Shore Power,2367,Schiller,NH,Rockingham,6,OP,Conventional Steam Coal,ST,Electric Utility,1,50.0,47.9,48.6,7,1957,BIT,RFO,Y,Y,BIT,RFO,,,,,N,, , , , ,,,,,,
56606,Calpine New Jersey Generation LLC,2379,Carlls Corner,NJ,Cumberland,CA1,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,41.9,37.6,49.8,4,1973,NG,KER,Y,N,,,,,,,Y,N,37.6,46.3,36.4,46.3,6H,6H,Y,,Y,
56606,Calpine New Jersey Generation LLC,2379,Carlls Corner,NJ,Cumberland,CA2,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,41.9,39.2,49.8,5,1973,NG,KER,Y,N,,,,,,,Y,N,39.2,48.7,39.2,48.7,6H,6H,Y,,Y,
63034,"Sayreville Power, LLC",2390,Sayreville,NJ,Middlesex,GT1,OP,Petroleum Liquids,GT,IPP Non-CHP,2,53.0,50,70,3,1972,DFO,NG,Y,N,,,,,,,Y,N,50,70,50,70,6H,6H,Y,,Y,
63034,"Sayreville Power, LLC",2390,Sayreville,NJ,Middlesex,GT2,OP,Petroleum Liquids,GT,IPP Non-CHP,2,53.0,50,70,3,1972,DFO,NG,Y,N,,,,,,,Y,N,50,70,50,70,6H,6H,Y,,Y,
63034,"Sayreville Power, LLC",2390,Sayreville,NJ,Middlesex,GT3,OP,Petroleum Liquids,GT,IPP Non-CHP,2,53.0,50,70,6,1972,DFO,NG,Y,N,,,,,,,Y,N,50,70,50,70,6H,6H,Y,,Y,
63034,"Sayreville Power, LLC",2390,Sayreville,NJ,Middlesex,GT4,OP,Petroleum Liquids,GT,IPP Non-CHP,2,53.0,50,70,10,1973,DFO,NG,Y,N,,,,,,,Y,N,50,70,50,70,6H,6H,Y,,Y,
15147,PSEG Fossil LLC,2398,Bergen Generating Station,NJ,Bergen,1101,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,112.5,110,110,6,1995,NG,KER,Y,N,,,,,,,Y,Y,110,110,110,110,6H,6H,N,,,
15147,PSEG Fossil LLC,2398,Bergen Generating Station,NJ,Bergen,1201,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,112.5,110,110,6,1995,NG,KER,Y,N,,,,,,,Y,Y,110,110,110,110,6H,6H,N,,,
15147,PSEG Fossil LLC,2398,Bergen Generating Station,NJ,Bergen,1301,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,112.5,115,115,6,1995,NG,KER,Y,N,,,,,,,Y,Y,110,110,110,110,6H,6H,N,,,
15147,PSEG Fossil LLC,2398,Bergen Generating Station,NJ,Bergen,1401,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,112.5,115,115,6,1995,NG,KER,Y,N,,,,,,,Y,Y,110,110,110,110,6H,6H,N,,,
15147,PSEG Fossil LLC,2398,Bergen Generating Station,NJ,Bergen,1501,OP,Natural Gas Fired Combined Cycle,CA,IPP Non-CHP,2,325.2,204,204,5,1959,NG,KER,Y,N,,,,,,,Y,Y,198,198,198,198,6H,6H,N,,,
15147,PSEG Fossil LLC,2398,Bergen Generating Station,NJ,Bergen,2101,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,183.6,178.5,178.5,6,2002,NG,KER,Y,N,,,,,,,Y,Y,177.3,177.3,177.3,177.3,6H,6H,N,,,
15147,PSEG Fossil LLC,2398,Bergen Generating Station,NJ,Bergen,2201,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,183.6,174,174,6,2002,NG,KER,Y,N,,,,,,,Y,Y,177.3,177.3,177.3,177.3,6H,6H,N,,,
15147,PSEG Fossil LLC,2398,Bergen Generating Station,NJ,Bergen,2301,OP,Natural Gas Fired Combined Cycle,CA,IPP Non-CHP,2,258.4,238.5,238.5,6,2002,NG,KER,Y,N,,,,,,,Y,Y,236.4,236.4,236.4,236.4,6H,6H,N,,,
15147,PSEG Fossil LLC,2399,PSEG Burlington Generating Station,NJ,Burlington,121,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,60.5,42,42,6,2000,NG,KER,Y,Y,NG,KER,,,,,Y,Y,42,42,42,42,1H,1H,N,,,
15147,PSEG Fossil LLC,2399,PSEG Burlington Generating Station,NJ,Burlington,122,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,60.5,42,42,6,2000,NG,KER,Y,Y,NG,KER,,,,,Y,Y,42,42,42,42,1H,1H,N,,,
15147,PSEG Fossil LLC,2399,PSEG Burlington Generating Station,NJ,Burlington,123,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,60.5,42,42,6,2000,NG,KER,Y,Y,NG,KER,,,,,Y,Y,42,42,42,42,1H,1H,N,,,
15147,PSEG Fossil LLC,2399,PSEG Burlington Generating Station,NJ,Burlington,124,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,60.5,42,42,6,2000,NG,KER,Y,Y,NG,KER,,,,,Y,Y,42,42,42,42,1H,1H,N,,,
15147,PSEG Fossil LLC,2401,PSEG Essex Generating Station,NJ,Essex,9,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,93.6,81,81,7,1990,NG,KER,Y,Y,NG,KER,,,,,Y,Y,81,81,81,81,1H,1H,Y,,Y,
15147,PSEG Fossil LLC,2404,PSEG Kearny Generating Station,NJ,Hudson,N121,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,60.5,43.8,43.8,8,2001,NG,KER,Y,Y,NG,KER,,,,,Y,Y,43.8,44.5,43.8,44.5,1H,1H,N,,,
15147,PSEG Fossil LLC,2404,PSEG Kearny Generating Station,NJ,Hudson,N122,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,60.5,43.7,43.7,8,2001,NG,KER,Y,Y,NG,KER,,,,,Y,Y,43.7,44.5,43.7,44.5,1H,1H,N,,,
15147,PSEG Fossil LLC,2404,PSEG Kearny Generating Station,NJ,Hudson,N123,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,60.5,43.8,43.8,8,2001,NG,KER,Y,Y,NG,KER,,,,,Y,Y,43.8,44.5,43.8,44.5,1H,1H,N,,,
15147,PSEG Fossil LLC,2404,PSEG Kearny Generating Station,NJ,Hudson,N124,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,60.5,43.7,43.7,8,2001,NG,KER,Y,Y,NG,KER,,,,,Y,Y,43.7,44.5,43.7,44.5,1H,1H,N,,,
15147,PSEG Fossil LLC,2406,PSEG Linden Generating Station,NJ,Union,1001,OP,Natural Gas Fired Combined Cycle,CA,IPP Non-CHP,2,315.0,252,252,4,2006,NG,DFO,Y,N,,,,,,,Y,N,238.4,238.4,238.4,238.4,6H,1H,Y,Y,Y,Y
15147,PSEG Fossil LLC,2406,PSEG Linden Generating Station,NJ,Union,1101,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,181.4,199,199,4,2006,NG,DFO,Y,N,,,,,,,Y,Y,188.3,188.3,188.3,188.3,6H,1H,Y,Y,Y,Y
15147,PSEG Fossil LLC,2406,PSEG Linden Generating Station,NJ,Union,1201,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,181.4,199,199,4,2006,NG,DFO,Y,N,,,,,,,Y,Y,188.3,188.3,188.3,188.3,6H,1H,Y,Y,Y,Y
15147,PSEG Fossil LLC,2406,PSEG Linden Generating Station,NJ,Union,2001,OP,Natural Gas Fired Combined Cycle,CA,IPP Non-CHP,2,315.0,252,252,4,2006,NG,DFO,Y,N,,,,,,,Y,Y,238.4,238.4,238.4,238.4,6H,1H,Y,Y,Y,Y
15147,PSEG Fossil LLC,2406,PSEG Linden Generating Station,NJ,Union,2101,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,181.4,199,199,4,2006,NG,DFO,Y,N,,,,,,,Y,Y,188.3,188.3,188.3,188.3,6H,1H,Y,Y,Y,Y
15147,PSEG Fossil LLC,2406,PSEG Linden Generating Station,NJ,Union,2201,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,181.4,199,199,4,2006,NG,DFO,Y,N,,,,,,,Y,Y,188.3,188.3,188.3,188.3,6H,1H,Y,Y,Y,Y
15147,PSEG Fossil LLC,2406,PSEG Linden Generating Station,NJ,Union,5,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,96.1,86,86,6,2000,NG,DFO,Y,Y,NG,KER,,,,,Y,Y,86,86,86,86,1H,1H,Y,,Y,
15147,PSEG Fossil LLC,2406,PSEG Linden Generating Station,NJ,Union,6,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,96.1,86,86,6,2000,NG,DFO,Y,Y,NG,KER,,,,,Y,Y,86,86,86,86,1H,1H,Y,,Y,
15147,PSEG Fossil LLC,2406,PSEG Linden Generating Station,NJ,Union,7,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,96.1,84,84,6,1995,NG,DFO,Y,Y,NG,KER,,,,,Y,Y,84,84,84,84,1H,1H,Y,,Y,
15147,PSEG Fossil LLC,2406,PSEG Linden Generating Station,NJ,Union,8,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,96.1,80.2,80.2,6,1995,NG,DFO,Y,Y,NG,KER,,,,,Y,Y,80.2,80.2,80.2,80.2,1H,1H,Y,,Y,
19856,City of Vineland - (NJ),2434,Howard Down,NJ,Cumberland,11,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,68.2,55,60,6,2012,NG,DFO,Y,N,,,,,,,Y,Y,55,60,55,60,1H,1H,Y,Y,Y,
58971,Danskammer Energy,2480,Danskammer Generating Station,NY,Orange,1,OP,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,72.0,70.7,68.2,12,1951,NG,RFO,Y,Y,RFO,NG,,,,,Y,Y,68,68,66,66,1H,1H,N,,,
58971,Danskammer Energy,2480,Danskammer Generating Station,NY,Orange,2,OP,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,73.5,65.7,65.5,9,1954,NG,RFO,Y,Y,RFO,NG,,,,,Y,Y,65.7,65.5,65,65,1H,1H,N,,,
3249,Central Hudson Gas & Elec Corp,2487,West Coxsackie,NY,Greene,GT1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,21.3,20.2,24.8,12,1969,NG,KER,Y,N,,,,,,,Y,Y,19.6,19.6,19.6,19.6,1H,1H,Y,,Y,
4226,Consolidated Edison Co-NY Inc,2493,East River,NY,New York,1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,180.0,152.8,194.5,4,2005,NG,KER,Y,N,,,,,,,Y,N,152.3,195.8,143.8,182.8,UNK,UNK,Y,,Y,
4226,Consolidated Edison Co-NY Inc,2493,East River,NY,New York,2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,180.0,153.9,197.9,4,2005,NG,KER,Y,N,,,,,,,Y,N,149.1,193.7,148.3,182.8,72H,UNK,Y,,Y,
4226,Consolidated Edison Co-NY Inc,2493,East River,NY,New York,6,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,156.2,146.1,151.3,11,1951,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,143.1,142.8,130,140,6H,6H,Y,,,Y
4226,Consolidated Edison Co-NY Inc,2493,East River,NY,New York,7,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,200.0,186.8,188.9,6,1955,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,185.6,184.1,170,185,6H,6H,Y,,,Y
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT21,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,20.0,17.7,22.4,6,1971,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,17,22.5,17,22.5,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT22,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,20.0,15.2,24.6,6,1971,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,15.2,24.1,15.2,24.1,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT23,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,20.0,19.1,24.9,6,1971,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,19.1,24.9,19.1,24.9,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT24,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,20.0,17.1,22.8,6,1971,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,17.3,23.1,17.3,23.1,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT25,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,20.0,17.7,23.3,6,1971,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,18,23.4,18,23.4,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT26,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,20.0,19.5,24.3,6,1971,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,19.5,24.9,19.5,24.9,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT27,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,20.0,19,24.6,6,1971,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,19.1,24.7,19.1,24.7,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT28,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,20.0,17,23.1,6,1971,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,17.7,22.9,17.7,22.9,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT31,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,20.0,16.4,22.2,7,1971,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.9,21.9,16.9,21.9,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT32,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,20.0,16.8,22.8,7,1971,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,17.1,22.6,17.1,22.6,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT33,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,20.0,18,24.4,7,1971,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,18,23.8,18,23.8,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT34,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,20.0,15.9,22,7,1971,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.2,21.4,16.2,21.4,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT35,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,20.0,17.3,22.1,7,1971,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,17.3,22.8,17.3,22.8,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT36,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,20.0,15.4,21,7,1971,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,15.5,21,15.5,21,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT37,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,20.0,17.9,24.3,7,1971,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,18.1,23.9,18.1,23.9,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT38,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,20.0,17.8,24,7,1971,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.9,23.9,16.9,23.9,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT11,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22.0,19.7,24.2,5,1972,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,19.3,24.9,19.3,24.9,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT12,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22.0,17.4,23.7,5,1972,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,17.1,23.8,17.1,23.8,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT13,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22.0,18.1,24,5,1972,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,18.3,24.9,18.3,24.9,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT14,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22.0,18.5,24.7,5,1972,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,18.8,24.9,18.8,24.9,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT15,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22.0,19.8,24.9,5,1972,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,19.9,24.9,19.9,24.9,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT16,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22.0,16.5,21.7,5,1972,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.5,22.2,16.5,22.2,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT17,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22.0,19.7,24.6,5,1972,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,19.4,24.9,19.4,24.9,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT18,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22.0,17.1,23.6,5,1972,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,17.5,23.2,17.5,23.2,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT21,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22.0,18.8,24.8,6,1972,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,19.2,24.8,19.2,24.8,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT22,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22.0,16.3,22.4,6,1972,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.4,22.9,16.4,22.9,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT23,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22.0,17.9,23.3,6,1972,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,17.5,23.8,17.5,23.8,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT24,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22.0,18.1,24.9,6,1972,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,17.9,24.2,17.9,24.2,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT25,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22.0,18.2,24.2,6,1972,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,18.1,24.4,18.1,24.4,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT26,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22.0,15.8,22,6,1972,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,21.9,16.3,21.9,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT27,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22.0,18.9,24.6,6,1972,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,18.5,24.9,18.5,24.9,1H,1H,Y,,Y,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT28,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22.0,15.7,22.3,6,1972,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,21.9,16.3,21.9,1H,1H,Y,,Y,
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,1,OP,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,400.0,370.8,375,2,1963,NG,DFO,Y,Y,NG,RFO,,,,,Y,Y,370.8,372.8,368,368,6H,6H,Y,,Y,
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,2,OP,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,400.0,377.5,378.5,5,1963,NG,DFO,Y,Y,NG,RFO,,,,,Y,Y,377.5,375.3,372.5,375,6H,6H,Y,,Y,
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,3,OP,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,1027.0,988.5,989.5,6,1965,NG,DFO,Y,Y,NG,RFO,,,,,Y,Y,988.5,977.8,973,974.2,6H,6H,Y,,Y,
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,4,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,181.0,169.7,164.2,12,2003,NG,KER,Y,N,,,,,,,Y,Y,169.7,164.2,169.7,164.2,6H,6H,Y,Y,Y,
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,4S,OP,Natural Gas Fired Combined Cycle,CA,IPP Non-CHP,2,87.5,79.1,82.7,12,2003,NG,KER,Y,N,,,,,,,Y,Y,79.1,82.7,79.1,82.7,6H,6H,Y,Y,Y,
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,GT10,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,25.0,16.5,21.8,7,1969,NG,KER,Y,N,,,,,,,Y,Y,16.5,21.8,16.5,21.8,1H,1H,Y,Y,Y,
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,GT11,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,25.0,16.4,22.2,6,1969,NG,KER,Y,N,,,,,,,Y,Y,16.4,22.4,16.4,22.4,1H,1H,Y,Y,Y,
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,GT21,OS,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,42.9,30.6,41.7,6,1969,NG,KER,Y,N,,,,,,,Y,Y,30.6,41.7,30.6,41.7,1H,1H,Y,Y,Y,
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,GT22,OS,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,42.9,32,41.9,6,1969,NG,KER,Y,N,,,,,,,Y,Y,32,41.9,32,41.9,1H,1H,Y,Y,Y,
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,GT23,OS,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,42.9,30.7,37.3,6,1969,NG,KER,Y,N,,,,,,,Y,Y,30.7,37.3,30.7,37.3,1H,1H,Y,Y,Y,
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,GT24,OS,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,42.9,30.9,41.6,6,1969,NG,KER,Y,N,,,,,,,Y,Y,30.9,41.6,30.9,41.6,1H,1H,Y,Y,Y,
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,GT31,OS,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,42.9,30.7,40.8,6,1969,NG,KER,Y,N,,,,,,,Y,Y,30.7,40.8,30.7,40.8,1H,1H,Y,Y,Y,
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,GT32,OS,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,42.9,29.7,40.3,6,1969,NG,KER,Y,N,,,,,,,Y,Y,29.7,40.3,29.7,40.3,1H,1H,Y,Y,Y,
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,GT34,OS,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,42.9,29.8,40.8,6,1969,NG,KER,Y,N,,,,,,,Y,Y,29.8,40.8,29.8,40.8,1H,1H,Y,Y,Y,
4226,Consolidated Edison Co-NY Inc,2503,59th Street,NY,New York,GT1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,17.1,15.6,19.5,6,1969,NG,KER,Y,N,,,,,,,Y,N,14.4,20.8,14.4,20.8,UNK,UNK,N,,,
56505,National Grid Generation LLC,2511,E F Barrett,NY,Nassau,10,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,41.8,40.6,50,6,1971,NG,DFO,Y,N,,,,,,,Y,Y,40.6,50,40.6,50,1H,1H,N,,,
56505,National Grid Generation LLC,2511,E F Barrett,NY,Nassau,11,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,41.8,40.1,50.5,6,1971,NG,DFO,Y,N,,,,,,,Y,Y,40.1,50.5,40.1,50.5,1H,1H,N,,,
56505,National Grid Generation LLC,2511,E F Barrett,NY,Nassau,12,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,41.8,40.9,48.7,6,1971,NG,DFO,Y,N,,,,,,,Y,Y,40.9,48.7,40.9,48.7,1H,1H,N,,,
